Query	Statistic	P-value	FDR (BH)	Event_SD	Event_TD
WASL	-0.081293418	0.280705989	0.498131582	178	178
WAS	0.201469473	0.007087061	0.040920322	178	178
WBP11P1	0.000224485	0.997635994	0.999101248	178	178
WBP11	0.086736431	0.249639072	0.463998335	178	178
WBP1	0.068552023	0.363231568	0.581382338	178	178
WBP2NL	0.066082792	0.380811875	0.597585431	178	175
WBP2	0.065079418	0.388101209	0.604752822	178	178
WBP4	0.066548714	0.377455559	0.594772987	178	178
WBP5	-0.030556563	0.685274597	0.828125184	178	178
WBSCR16	-0.116963152	0.119986418	0.293603692	178	178
ALB	0.65984452	1.00E-115	1.00E-113	178	177
WBSCR22	-0.219445299	0.003310072	0.023384549	178	178
WBSCR26	-0.121559182	0.105974282	0.272359689	178	177
WBSCR27	-0.03554843	0.63727255	0.797029092	178	178
WBSCR28	-0.181925661	0.015081841	0.070910965	178	165
WDFY1	-0.025064672	0.739813253	0.861546954	178	178
ALDH3A2	0.549072324	1.00E-115	1.00E-113	178	178
WDFY3	0.231280358	0.001895404	0.015279137	178	178
WDFY4	0.225175519	0.002564713	0.019341963	178	178
WDHD1	-0.13387075	0.074853975	0.216412187	178	178
WDR11	0.161951767	0.030791124	0.117609364	178	178
WDR12	-0.134434765	0.073602349	0.21422601	178	178
WDR13	0.015972492	0.832409925	0.915073623	178	178
WDR16	0.026272155	0.727761404	0.854985062	178	162
AMBP	0.791092731	1.00E-115	1.00E-113	178	178
WDR18	-0.11507471	0.12612633	0.303077173	178	178
WDR19	0.083867018	0.265706493	0.481870446	178	178
WDR1	-0.182478774	0.014771901	0.069763453	178	178
WDR20	0.171293971	0.022244343	0.093487704	178	178
WDR24	-0.071346878	0.343614041	0.562120217	178	178
WDR25	0.04678441	0.535176125	0.724684838	178	178
WDR26	0.001861844	0.980322085	0.990856681	178	178
WDR27	-0.01567246	0.835360016	0.916213265	178	178
WDR31	0.18708328	0.012500051	0.061691064	178	178
WDR33	0.10635294	0.157673647	0.351384955	178	178
WDR34	-0.118222822	0.116021618	0.287808494	178	178
WDR35	0.174435794	0.019872285	0.086268839	178	178
WDR36	-0.065193257	0.387269979	0.603960201	178	178
WDR37	0.164496642	0.02822348	0.111151384	178	178
WDR38	-0.059867568	0.427301368	0.641350005	178	140
WDR3	-0.015683099	0.835249835	0.916213265	178	178
WDR41	0.087530109	0.245316235	0.459363943	178	178
WDR43	-0.042427673	0.573556071	0.752687666	178	178
WDR44	0.011558326	0.878298925	0.938630652	178	178
WDR45L	-0.006110039	0.935486068	0.9675856	178	178
WDR45	-0.036150641	0.631890001	0.793383255	178	178
WDR46	-0.080999951	0.282451887	0.499691957	178	178
WDR47	-0.019488727	0.796248917	0.896049691	178	178
WDR48	0.196438555	0.008588629	0.047123072	178	178
WDR49	-0.003884293	0.958960559	0.980025574	178	130
WDR4	-0.115497022	0.1246576	0.30122707	178	178
WDR52	-0.000750057	0.992075069	0.996592003	178	178
WDR53	-0.146340918	0.05127362	0.168223755	178	178
WDR54	-0.18939622	0.011438314	0.057846859	178	178
WDR55	-0.044327816	0.55650056	0.740428076	178	178
WDR59	0.059645995	0.42865225	0.642474767	178	178
WDR5B	-0.046257774	0.539786422	0.727764257	178	178
WDR5	0.034501542	0.64722337	0.804083442	178	178
WDR60	-0.133676125	0.075257889	0.216963042	178	178
WDR61	0.087106626	0.247616251	0.461877534	178	178
WDR62	-0.229622785	0.002047379	0.016265521	178	178
WDR63	-0.133524633	0.075592066	0.217545847	178	170
WDR64	0.057912154	0.442578835	0.655007401	178	116
WDR65	0.196313885	0.008631675	0.047301585	178	161
WDR66	0.145001378	0.053529575	0.173314946	178	178
WDR67	-0.002701268	0.971435322	0.986379478	178	178
WDR69	-0.080008303	0.288405324	0.506656617	178	131
WDR6	0.070861735	0.346911724	0.565712719	178	178
WDR70	-0.115462035	0.124847634	0.301463235	178	178
WDR72	0.2269492	0.002315998	0.017910264	178	174
WDR73	0.047126989	0.532187705	0.72261757	178	178
WDR74	-0.057484129	0.445597572	0.657058796	178	178
WDR75	-0.159861096	0.033046804	0.12357555	178	178
WDR76	-0.063263289	0.401147808	0.61672343	178	178
WDR77	-0.173688836	0.020415444	0.087836161	178	178
WDR78	0.160583491	0.032252032	0.121407133	178	178
WDR7	0.163579377	0.029227744	0.113651371	178	178
WDR81	0.03202584	0.67129118	0.819679865	178	178
WDR82	0.019408913	0.796877008	0.896124088	178	178
WDR83	-0.006897329	0.927131842	0.962721475	178	178
WDR85	-0.094448623	0.20961797	0.417896185	178	178
WDR86	-0.216532313	0.003759701	0.025707508	178	178
WDR87	-0.163698824	0.029007996	0.113194728	178	90
WDR88	-0.078303556	0.298834648	0.517756623	178	173
WDR89	0.231660174	0.00186206	0.015084137	178	178
WDR8	-0.137503012	0.06720539	0.202055555	178	178
WDR90	-0.082368987	0.274082679	0.490772252	178	178
AMY2B	0.780377028	1.00E-115	1.00E-113	178	178
WDR92	-0.008800674	0.907184432	0.952756588	178	178
ANPEP	0.589566872	1.00E-115	1.00E-113	178	178
AOX1	0.533292408	1.00E-115	1.00E-113	178	178
WDTC1	0.163594446	0.029111998	0.113401786	178	178
WDYHV1	0.025822177	0.732245007	0.85670569	178	178
WEE1	-0.205495309	0.006006622	0.036441057	178	178
WEE2	-0.027051983	0.720013078	0.850274561	178	140
WFDC10A	-0.118336739	0.115668161	0.287286154	178	49
WFDC10B	-0.135898484	0.070491628	0.208138188	178	153
WFDC11	-0.057865114	0.442950131	0.655311678	178	19
WFDC12	-0.078919956	0.295035183	0.513603812	178	99
WFDC13	-0.205497085	0.005927076	0.036117721	178	89
WFDC1	-0.166463726	0.026366253	0.105839685	178	178
WFDC2	-0.059645995	0.42865225	0.642474767	178	178
WFDC3	-0.165963688	0.026828152	0.107150047	178	176
WFDC5	-0.069041338	0.359808512	0.578349334	178	89
WFDC6	-0.02344231	0.756105757	0.870573847	178	10
WFDC8	0.00240475	0.974585794	0.987745347	178	10
WFDC9	0.037798212	0.616429362	0.782902254	178	5
WFIKKN1	0.035705907	0.636091218	0.79618102	178	178
AQP1	0.642921965	1.00E-115	1.00E-113	178	178
WFS1	-0.220928389	0.003100371	0.022281351	178	178
WHAMML1	0.099651144	0.185509505	0.3881323	178	178
WHAMML2	0.204049563	0.006295397	0.037597456	178	177
WHAMM	0.053953069	0.474440016	0.680553045	178	178
WHSC1L1	0.122810471	0.102439443	0.266531257	178	178
WHSC1	-0.196147794	0.008779897	0.047972831	178	178
WHSC2	-0.160936624	0.031967417	0.1207034	178	178
WIBG	-0.042445782	0.573733671	0.752720914	178	178
WIF1	-0.094646775	0.208872387	0.41669114	178	130
WIPF1	0.025277455	0.737684781	0.860284198	178	178
WIPF2	0.107426199	0.153372107	0.344947685	178	178
BRSK2	0.615802896	1.00E-115	1.00E-113	178	177
WIPI1	-0.10756238	0.152849333	0.344255597	178	178
WIPI2	-0.078262336	0.299089877	0.518009412	178	178
WISP1	-0.039729618	0.598518095	0.770377876	178	178
WISP2	0.020864342	0.782013395	0.887224665	178	177
WISP3	-0.111823842	0.137260583	0.321367305	178	153
WIT1	-0.06194848	0.411383001	0.625941613	178	168
WIZ	-0.059710925	0.428513866	0.642462142	178	178
C4BPA	0.579261838	1.00E-115	1.00E-113	178	177
WNK1	-0.064444264	0.392758757	0.609254839	178	178
C6	0.740865533	1.00E-115	1.00E-113	178	178
WNK3	0.226135647	0.002403869	0.01841693	178	175
WNK4	-0.050451683	0.503265057	0.701656671	178	178
WNT10A	-0.069791516	0.354599709	0.573895453	178	178
WNT10B	0.022816629	0.762418423	0.874365956	178	177
WNT11	0.172557806	0.021262311	0.090553724	178	178
WNT16	-0.039875476	0.597175004	0.769704835	178	171
WNT1	0.208348193	0.005257444	0.032971997	178	164
WNT2B	0.176714411	0.018396837	0.081729736	178	178
WNT2	-0.108741424	0.148497661	0.337858557	178	175
WNT3A	-0.110783137	0.140979412	0.326317089	178	148
WNT3	0.028916014	0.701342109	0.83803314	178	177
WNT4	0.119478173	0.112121798	0.282037456	178	178
WNT5A	-0.11165211	0.137869024	0.321982058	178	178
WNT5B	-0.004407782	0.953435496	0.977205904	178	178
WNT6	0.2098234	0.004938286	0.031610417	178	173
WNT7A	0.064652627	0.391227151	0.607922435	178	169
WNT7B	-0.099770302	0.184982259	0.387647221	178	178
WNT8A	0.040925892	0.587542994	0.762341241	178	14
WNT8B	0.095398212	0.2052644	0.412363939	178	126
WNT9A	-0.118071684	0.116432568	0.288477334	178	177
WNT9B	0.213915371	0.00414194	0.027616712	178	154
WRAP53	-0.053922215	0.474693121	0.680581625	178	178
WRB	0.183842805	0.014031233	0.067212595	178	178
WRNIP1	0.051239058	0.496983003	0.696686097	178	178
WRN	0.126685101	0.091962617	0.247815316	178	178
WSB1	0.040233911	0.593880258	0.766873744	178	178
WSB2	-0.123337107	0.100964082	0.264257281	178	178
C8orf47	0.572774114	1.00E-115	1.00E-113	178	177
CEL	1	1.00E-115	1.00E-113	178	178
WT1	-0.016120032	0.830884962	0.914301886	178	170
WTAP	0.096640278	0.199200564	0.40516272	178	178
WTIP	0.12887576	0.086444213	0.238103896	178	178
CTNND2	0.68007158	1.00E-115	1.00E-113	178	177
CTRL	0.89222803	1.00E-115	1.00E-113	178	178
WWC3	0.016127822	0.830804452	0.914301886	178	178
WWOX	0.182244616	0.015005201	0.0706291	178	178
WWP1	0.210659641	0.004765185	0.030738037	178	178
WWP2	0.107707071	0.152295362	0.343541922	178	178
WWTR1	0.238518143	0.001344944	0.011872737	178	178
XAB2	-0.046262128	0.539748225	0.727764257	178	178
XAF1	-0.048011073	0.524156695	0.716834131	178	178
XAGE1D	-0.046516048	0.537522964	0.72637047	178	70
XAGE2	0.022909121	0.761484245	0.873714138	178	30
XAGE3	-0.151568545	0.043423527	0.149670006	178	10
CTTNBP2	0.531107137	1.00E-115	1.00E-113	178	178
XCL1	0.112196733	0.135946511	0.31943289	178	172
XCL2	0.090340763	0.230427488	0.442352752	178	173
XCR1	0.183118067	0.014420615	0.068563269	178	142
XDH	-0.107043192	0.154849651	0.347283317	178	177
XG	-0.194574748	0.009252409	0.04974365	178	171
XIAP	0.07619307	0.312087848	0.531280035	178	178
XIRP1	-0.054683918	0.468099809	0.675490597	178	178
XIRP2	0.026216438	0.728316076	0.855084787	178	49
XIST	0.06422389	0.394382555	0.610929937	178	156
XKR3	-0.06317718	0.402149966	0.617641083	178	65
XKR4	0.175051606	0.019433941	0.084866597	178	156
XKR5	-0.142106261	0.058465558	0.183245831	178	168
XKR6	0.088329059	0.241017541	0.454324473	178	178
XKR7	0.187558725	0.012175902	0.060610261	178	134
XKR8	0.194692365	0.009301409	0.04990901	178	178
XKR9	-0.142858739	0.057130101	0.180577146	178	178
XKRX	-0.114966192	0.126486397	0.303573493	178	176
XKRY2	-0.083939626	0.265291404	0.481606682	178	10
XK	0.039671103	0.599057294	0.770811127	178	178
XPA	0.126484089	0.092494615	0.248740447	178	178
XPC	0.086460832	0.251152417	0.465345935	178	178
XPNPEP1	0.077495256	0.303865836	0.523494694	178	178
XPNPEP2	0.063752336	0.397870658	0.613928552	178	173
XPNPEP3	-0.111733026	0.137582083	0.321753068	178	178
XPO1	-0.066691208	0.376080652	0.593533005	178	178
XPO4	-0.001160726	0.987730146	0.994367982	178	178
XPO5	0.029399029	0.696597278	0.835612877	178	178
XPO6	-0.189385581	0.01144301	0.05785581	178	178
XPO7	0.090640937	0.228875873	0.440294924	178	178
XPOT	-0.062714345	0.405613371	0.620679944	178	178
XPR1	0.183931978	0.014085723	0.067415828	178	178
XRCC1	-0.080856107	0.283015488	0.500388792	178	178
XRCC2	-0.193296515	0.009827181	0.051860867	178	178
XRCC3	-0.169875597	0.023497344	0.097244972	178	178
XRCC4	-0.123574227	0.100277773	0.263017997	178	178
XRCC5	-0.027129723	0.7192422	0.849802537	178	178
XRCC6BP1	0.069970179	0.353023929	0.572188129	178	178
XRCC6	-0.112194704	0.135953636	0.31943289	178	178
XRN1	0.059882183	0.426823781	0.640997451	178	178
XRN2	0.051291135	0.496545182	0.696459387	178	178
XRRA1	-0.017584316	0.815785318	0.906153178	178	178
XYLB	-0.038312468	0.611314015	0.779275615	178	178
XYLT1	-0.076628128	0.309009203	0.528028689	178	178
XYLT2	-0.062197317	0.409503115	0.624422778	178	178
YAF2	0.060481293	0.422569948	0.637028144	178	178
YAP1	0.065933704	0.381535672	0.598436296	178	178
YARS2	-0.074455624	0.322957116	0.541796388	178	178
YARS	-0.111242504	0.139328563	0.324056177	178	178
YBX1	-0.074696147	0.321717361	0.540312477	178	178
YBX2	-0.079002071	0.294531464	0.51281722	178	166
YDJC	-0.090603652	0.228830148	0.440283553	178	178
YEATS2	-0.110903235	0.14054638	0.325657854	178	178
YEATS4	-0.005457862	0.942359597	0.971291044	178	178
YES1	-0.020127074	0.789728017	0.891837911	178	178
YIF1A	-0.143675822	0.055708579	0.177817828	178	178
YIF1B	-0.104996284	0.16307182	0.358216723	178	178
YIPF1	0.019401486	0.797141215	0.89627637	178	178
YIPF2	-0.117843006	0.117206185	0.289595789	178	178
YIPF3	0.041111725	0.585846407	0.761188438	178	178
YIPF4	0.057873551	0.442883523	0.65526216	178	178
YIPF5	0.020020682	0.790813834	0.892263428	178	178
YIPF6	0.028236205	0.708301273	0.842272947	178	178
YIPF7	-0.102905225	0.171661076	0.370350038	178	77
YJEFN3	0.050488947	0.50331187	0.701656671	178	176
YKT6	-0.130474749	0.082587013	0.230790784	178	178
YLPM1	0.157991805	0.035180893	0.12930613	178	178
YME1L1	-0.015270327	0.83967593	0.918806476	178	178
YOD1	-0.090241923	0.230699698	0.442726691	178	178
YPEL1	0.18154466	0.015298627	0.071669047	178	178
YPEL2	0.218887926	0.003330788	0.023472203	178	178
YPEL3	-0.006478149	0.931549877	0.965697258	178	178
YPEL4	-0.039410424	0.601133316	0.771820673	178	178
YPEL5	0.053686027	0.476633113	0.682126596	178	178
YRDC	-0.149659176	0.046242942	0.156587297	178	178
YSK4	-0.109730966	0.144816787	0.33221189	178	120
YTHDC1	0.176695543	0.018304554	0.081411211	178	178
YTHDC2	0.06684661	0.375319149	0.592884334	178	178
YTHDF1	-0.228349527	0.002171556	0.017038913	178	178
YTHDF2	-0.03427603	0.649676978	0.805487026	178	178
YTHDF3	0.084798958	0.260139324	0.475767203	178	178
YWHAB	-0.129100177	0.085894545	0.237009975	178	178
YWHAE	0.025750909	0.732955965	0.857131931	178	178
YWHAG	-0.19181373	0.010319158	0.053782559	178	178
YWHAH	-0.157453466	0.035816704	0.130913034	178	178
YWHAQ	0.10602083	0.158982547	0.353211656	178	178
YWHAZ	-0.086068249	0.253319074	0.467847092	178	178
YY1AP1	-0.078526144	0.29715226	0.515911914	178	178
YY1	0.043110749	0.567740287	0.74808399	178	178
YY2	-0.095403052	0.205241309	0.412359443	178	176
ZACN	-0.03098495	0.681382768	0.825794487	178	94
CUZD1	0.92112383	1.00E-115	1.00E-113	178	178
ZAK	0.06667422	0.376554565	0.593946044	178	178
ZAN	0.042654236	0.571851667	0.751098961	178	26
ZAP70	0.187517355	0.012294423	0.061036889	178	178
ZAR1L	-0.008732367	0.907901636	0.953235886	178	36
ZAR1	-0.032950694	0.662373553	0.813475849	178	44
ZBBX	-0.073933722	0.326695076	0.545475676	178	126
ZBED1	0.117965419	0.116823382	0.289047242	178	178
ZBED2	-0.002320413	0.975476812	0.988423186	178	173
CYB5A	0.550287309	1.00E-115	1.00E-113	178	178
ZBED4	-0.093474231	0.214592935	0.42385	178	178
ZBED5	-0.038612491	0.608524547	0.776921772	178	178
ZBP1	-0.052545486	0.486061541	0.688666718	178	178
ZBTB10	0.230684445	0.001995349	0.015896874	178	178
ZBTB11	0.030657684	0.68456748	0.82775267	178	178
ZBTB12	0.108073057	0.150900921	0.341502567	178	178
CYP39A1	0.550908632	1.00E-115	1.00E-113	178	178
ZBTB17	0.000752185	0.992049454	0.996592003	178	178
ZBTB1	0.05704902	0.449419719	0.660404396	178	178
ZBTB20	0.184657565	0.013705773	0.06608582	178	178
ZBTB22	0.138891416	0.064463686	0.196199004	178	178
ZBTB24	0.120846426	0.108092147	0.275688651	178	178
ZBTB25	-0.03922426	0.603181989	0.773267965	178	178
ZBTB26	0.059320501	0.431544572	0.645488833	178	178
ZBTB2	0.085473477	0.256356932	0.471334446	178	178
ZBTB32	0.065982643	0.38118179	0.598070993	178	177
ZBTB33	0.193440452	0.009678243	0.051266426	178	178
ZBTB34	0.075657842	0.315188997	0.534248863	178	178
ZBTB37	0.127329966	0.09031732	0.245051411	178	178
ZBTB38	0.082356264	0.274443784	0.491162222	178	178
ZBTB39	0.11130953	0.139088926	0.323608004	178	178
ZBTB3	0.220692319	0.003073929	0.022167716	178	178
ZBTB40	0.163881527	0.028927691	0.113002008	178	178
ZBTB41	0.064934726	0.38915928	0.605915091	178	178
CYS1	0.692851269	1.00E-115	1.00E-113	178	178
ZBTB43	-0.015774604	0.834456256	0.915974617	178	178
DCDC2	0.692368253	1.00E-115	1.00E-113	178	178
ZBTB45	-0.022046358	0.77021143	0.880050897	178	178
ZBTB46	0.102821596	0.171853746	0.370541486	178	178
ZBTB47	0.16963427	0.023593188	0.097600774	178	178
ZBTB48	-0.040976499	0.586745229	0.76170563	178	178
ZBTB49	0.184820441	0.013520566	0.065448146	178	178
ZBTB4	0.08989296	0.23251346	0.444869004	178	178
ZBTB5	0.063356947	0.400809524	0.61649094	178	178
ZBTB6	-0.022645327	0.763932579	0.874848139	178	178
ZBTB7A	-0.167220077	0.025783917	0.104072498	178	178
ZBTB7B	-0.092229356	0.220787996	0.431366646	178	178
ZBTB7C	-0.06530284	0.386470841	0.603115335	178	178
ZBTB8A	0.122268875	0.103974399	0.268967787	178	178
ZBTB8B	0.139649397	0.063005941	0.193279471	178	118
ZBTB8OS	-0.184979062	0.013439264	0.065214481	178	178
ZBTB9	0.106909139	0.155369321	0.347935783	178	178
ZC3H10	0.216982462	0.00362293	0.02503138	178	178
ZC3H11A	-0.073476905	0.329701183	0.548688031	178	178
ZC3H12A	-0.062814319	0.404503221	0.619690264	178	178
ZC3H12B	-0.031026812	0.680694572	0.82546636	178	178
ZC3H12C	0.211459589	0.004675941	0.03024601	178	178
ZC3H12D	0.005039742	0.946725349	0.973861886	178	178
ZC3H13	0.119354823	0.112546429	0.282709996	178	178
ZC3H14	0.146663205	0.050827503	0.167231786	178	178
ZC3H15	0.015071391	0.841737008	0.919736228	178	178
ZC3H18	-0.12130091	0.106762809	0.273462149	178	178
ZC3H3	-0.17192256	0.021856177	0.092366753	178	178
ZC3H4	0.086299072	0.251779252	0.465907068	178	178
ZC3H6	0.017308763	0.818621812	0.907519633	178	178
DHDPSL	0.745491415	1.00E-115	1.00E-113	178	177
ZC3H7B	0.128083079	0.08840971	0.241850283	178	178
ZC3H8	0.076446281	0.310477794	0.529485804	178	178
ZC3HAV1L	-0.055739316	0.459546118	0.668519408	178	178
ZC3HAV1	-0.014651114	0.846094822	0.922046404	178	178
ZC3HC1	-0.058132081	0.44084526	0.653615819	178	178
ZC4H2	0.057871392	0.442534505	0.654998799	178	178
ZCCHC10	-0.032086466	0.670416972	0.819252268	178	178
ZCCHC11	0.178246442	0.017396266	0.078573268	178	178
ZCCHC12	0.106984733	0.155206017	0.347767001	178	178
ZCCHC14	0.057700134	0.44425374	0.656078925	178	178
DIRAS3	0.505913745	1.00E-115	1.00E-113	178	178
ZCCHC17	-0.092559316	0.219133718	0.428897371	178	178
ZCCHC18	0.06054819	0.421692218	0.636189969	178	178
ZCCHC24	0.177495321	0.01788074	0.080066519	178	178
DPEP1	0.525396067	1.00E-115	1.00E-113	178	178
ZCCHC3	-0.049034633	0.51570145	0.71130329	178	178
ZCCHC4	-0.110457338	0.14215926	0.328164511	178	178
ZCCHC5	-0.021317469	0.777607024	0.884361954	178	156
ZCCHC6	0.104130261	0.166589286	0.363168815	178	178
ZCCHC7	-0.140522316	0.06141088	0.189431776	178	178
ZCCHC8	0.144550434	0.054219475	0.174700324	178	178
ZCCHC9	-0.137848783	0.066513847	0.200525204	178	178
ZCRB1	-0.004756747	0.949753631	0.975606665	178	178
ZCWPW1	-0.061705725	0.412859509	0.627170925	178	178
ZCWPW2	0.18856637	0.011809733	0.059206685	178	178
ZDBF2	0.230667545	0.001950351	0.01559492	178	178
ZDHHC11	-0.032243925	0.668894937	0.8183603	178	178
ZDHHC12	-0.024266727	0.747582115	0.866257764	178	178
ZDHHC13	-0.086270438	0.252201591	0.466426699	178	178
ZDHHC14	0.012191353	0.871689372	0.935599183	178	178
DZIP1	0.510452385	1.00E-115	1.00E-113	178	178
ZDHHC16	-0.056168162	0.456461966	0.66656804	178	178
ZDHHC17	0.126594736	0.092207456	0.248204496	178	178
ZDHHC18	-0.102521683	0.173272301	0.372141685	178	178
ZDHHC19	-0.1026808	0.172602509	0.371507784	178	144
ZDHHC1	0.094684862	0.208688428	0.416646033	178	178
ZDHHC20	0.010259286	0.891789907	0.944877759	178	178
ZDHHC21	0.054711579	0.467874507	0.675260967	178	178
ZDHHC22	0.126048992	0.093630721	0.250837249	178	153
ZDHHC23	-0.008144237	0.91407983	0.956501802	178	178
ZDHHC24	0.002289536	0.975803033	0.988652414	178	178
ELOVL2	0.50667976	1.00E-115	1.00E-113	178	178
ZDHHC3	-0.136784872	0.068660421	0.204975977	178	178
ZDHHC4	-0.065787983	0.382944911	0.599457939	178	178
ZDHHC5	-0.025315742	0.73706295	0.859711129	178	178
ZDHHC6	0.024621022	0.744257459	0.864109581	178	178
ZDHHC7	-0.085676775	0.255492426	0.47048866	178	178
ZDHHC8P1	-0.065952854	0.381397173	0.598290653	178	178
ZDHHC8	-0.133215381	0.076298726	0.218815229	178	178
ZDHHC9	-0.19220079	0.010163356	0.053166719	178	178
ZEB1	0.131914289	0.079219056	0.22432731	178	178
ZEB2	0.104042965	0.166797449	0.363483883	178	178
ZER1	0.06137804	0.415348828	0.629935041	178	178
ZFAND1	0.006705829	0.929210976	0.963817553	178	178
ZFAND2A	-0.207161502	0.005527459	0.034241848	178	178
ZFAND2B	-0.097085044	0.197329216	0.402442321	178	178
ZFAND3	0.127122435	0.090847682	0.245849469	178	178
ZFAND5	-0.011980705	0.873887824	0.936497823	178	178
ZFAND6	-0.031990765	0.671630295	0.819879069	178	178
